consommation,previsionJ
44557,44850
45681,45700
46548,46550
47384,47400
47644,47800
48248,48200
48762,48800
49403,49400
49611,49600
49763,49800
50386,50200
50610,50600
50735,51000
51449,51400
51663,51550
51663,51700
51946,52300
52617,52900
52641,52600
52815,52300
53644,53100
52623,53900
52245,52950
52032,52000
51900,52050
52077,52100
52014,52100
51515,52100
51293,51350
51100,50600
51035,50350
49757,50100
49630,49850
49661,49600
49500,49250
49087,48900
48899,48800
48853,48700
48432,48450
48500,48200
48552,48450
48975,48700
49044,48950
49265,49200
49831,49850
50219,50500
50231,50100
49749,49700
49312,49050
48700,48400
47985,47600
46782,46800
46427,46150
45632,45500
45358,45100
44754,44700
44651,44550
44921,44400
45508,45300
46349,46200
47492,47100
47039,48000
46912,47500
46173,47000
46240,46050
45289,45500
44436,44250
42840,43000
41501,42050
40795,41100
40908,41250
40375,41400
40597,41250
39779,41100
40049,40200
39004,39300
38314,38600
37693,37900
37713,37550
36968,37200
36808,36950
36568,36700
36546,36650
36444,36600
36450,36850
36863,37100
37610,37500
37624,37900
37885,38250
38478,38600
39715,39550
40798,40500
41658,41600
42722,42700
43854,43850
44965,45000
45723,45650
46323,46300
47459,47000
47742,47700
48463,48350
48979,49000
49538,49450
49949,49900
50363,50350
50780,50800
50595,50800
50780,50800
51220,51250
51654,51700
51222,51700
51735,51700
51909,52250
52481,52800
52158,52450
52774,52100
53059,52800
52589,53500
52029,52600
51539,51700
51464,51600
51285,51500
51236,51450
50635,51400
50527,51000
50340,50600
50151,50400
49959,50200
49539,49800
49093,49400
48551,49050
48011,48700
48323,48450
47824,48200
47337,47950
47517,47700
47843,47900
48102,48100
48008,48300
48210,48500
48865,49100
49125,49700
48597,49250
48566,48800
47873,48250
47496,47700
46867,46750
46065,45800
45312,45150
45009,44500
44838,44300
44149,44100
43841,43900
43988,43700
44508,44650
45388,45600
46760,46650
46151,47700
45990,47300
45412,46900
45424,46000
44414,44600
43667,43400
42045,42200
40618,41350
40063,40500
40179,40550
39705,40600
40013,40500
39433,40400
39773,39550
38485,38700
37778,38100
37294,37500
37106,37250
36825,37000
36662,36650
36152,36300
36367,36250
36291,36200
36234,36350
36422,36500
37177,37050
37441,37600
37889,37900
38181,38200
39485,39200
40224,40200
41143,41100
42023,42000
43384,43100
44242,44200
45295,45100
45957,46000
46583,46450
47072,46900
47376,47400
47931,47900
48548,48500
48926,49100
48957,49200
49267,49300
49176,49250
49171,49200
49558,49400
49737,49600
50153,49850
50070,50100
50335,50600
50609,51100
50584,50750
51042,50400
51845,51200
50841,52000
50117,50750
49649,49500
48970,49150
48838,48800
48371,48550
47702,48300
47806,47950
47601,47600
47722,47350
46717,47100
47159,46700
46401,46300
46076,46100
45451,45900
45474,45600
45222,45300
45478,45300
45573,45300
45787,45600
46043,45900
45885,45950
45987,46000
46241,46250
46640,46500
46187,46050
46178,45600
45642,45150
45336,44700
44738,43950
44411,43200
43870,42850
43374,42500
43213,42300
42946,42100
42807,42050
43043,42000
43890,42950
44558,43900
46159,45000
45759,46100
45730,46000
44972,45900
44716,44750
43804,44000
43519,43150
42076,42300
40372,41100
39730,39900
39824,39850
39344,39800
39388,39850
38761,39900
38759,39650
37697,39400
36821,37800
35979,36200
35651,35850
35283,35500
35049,35100
34572,34700
34569,34600
34332,34500
34300,34400
34170,34300
34242,34500
34380,34700
34214,34400
34310,34100
34640,34300
34486,34500
34906,34700
35080,34900
35810,35600
36169,36300
36712,36850
36991,37400
38227,38100
38681,38800
39306,39550
40369,40300
41091,40900
41374,41500
42069,42050
42431,42600
42765,42750
42890,42900
43315,43150
43382,43400
43855,43600
43777,43800
44121,44750
44812,45700
45630,45500
46096,45300
46780,46250
46080,47200
45431,46050
44753,44900
44323,44350
43859,43800
43994,44000
43543,44200
43372,43600
43059,43000
43033,42850
42727,42700
42460,42500
42298,42300
42064,42050
41806,41800
41850,41700
41681,41600
41606,41500
41484,41400
41717,41500
41984,41600
42457,41850
42514,42100
42512,42450
42981,42800
42781,42550
42558,42300
42550,42150
42162,42000
41684,41550
41054,41100
40857,40900
40648,40700
40399,40500
40003,40300
40059,40250
40171,40200
41075,41150
41839,42100
43559,43050
43179,44000
43250,43800
42572,43600
42727,42600
41743,41900
41355,40950
39827,40000
38235,39000
38000,38000
38104,37950
37597,37900
37363,37700
36798,37500
37110,36800
35882,36100
34985,35250
34270,34400
34085,34050
33507,33700
33251,33350
32696,33000
32673,32900
32632,32800
32353,32600
32212,32400
32171,32250
31937,32100
32012,31850
31714,31600
31868,31800
31981,32000
32046,32150
32219,32300
32617,32550
32963,32800
33116,33350
33885,33900
34738,34600
35273,35300
35838,35850
36462,36400
37353,37150
37708,37900
38605,38500
39059,39100
39799,39650
40359,40200
40388,40550
40905,40900
41684,41450
41669,42000
42086,42750
42880,43500
43262,43250
43750,43000
44573,44100
43727,45200
43027,43700
42281,42200
41767,41900
41357,41600
41062,41450
40722,41300
40121,40600
39904,39900
40006,39650
39764,39400
39456,39300
39357,39200
39330,39100
38798,39000
39116,38900
39368,38800
39367,38900
39757,39000
39952,39200
40233,39400
40305,39750
40604,40100
40997,40600
41757,41100
42043,41250
41916,41400
42147,41350
42098,41300
41769,41100
41132,40900
41274,40750
40955,40600
41366,40500
41004,40400
41140,40350
41179,40300
41713,41100
42657,41900
44109,43000
43489,44100
43523,44050
42676,44000
42521,43000
41664,41800
41231,40750
39478,39700
38152,38750
37785,37800
37514,38050
37192,38300
37023,38000
36711,37700
36914,37000
36119,36300
35471,35700
34931,35100
34915,34900
34474,34700
34224,34400
33903,34100
34039,34150
34083,34200
34073,34550
34636,34900
35524,35450
35844,36000
36524,36650
37298,37300
37912,38050
38804,38800
39791,39850
41025,40900
42331,42100
43227,43300
44157,44350
45365,45400
46299,46250
47079,47100
47427,47600
48125,48100
48437,48600
49146,49100
49403,49450
49819,49800
50122,50100
50241,50400
50690,50800
51250,51200
51528,51350
51467,51500
51797,52100
52553,52700
52551,52500
53007,52300
53290,53100
52911,53900
52668,53000
52136,52100
51770,51900
51702,51700
51448,51650
51204,51600
50965,51150
50688,50700
50515,50450
50186,50200
50148,50000
49945,49800
49419,49500
49163,49200
49422,48950
49045,48700
48937,48600
48792,48500
48825,48650
49067,48800
48953,49100
49215,49400
49864,49950
50198,50500
50082,50050
49780,49600
49457,49100
49038,48600
48469,47700
47322,46800
46587,46000
46113,45200
45618,44600
45199,44000
45168,43950
45217,43900
45408,44750
46381,45600
47785,46750
47040,47900
46904,47700
46084,47500
45982,46300
44750,44900
44097,43800
42567,42700
40839,41600
40525,40500
40605,40450
40023,40400
39942,40400
39666,40400
39760,39700
38720,39000
38005,38350
37503,37700
37118,37350
36880,37000
36523,36850
36370,36700
36403,36700
36206,36700
36304,36950
36596,37200
37454,37650
37458,38100
38226,38300
38551,38500
39752,39500
40355,40500
41444,41500
42564,42500
43862,43450
45002,44400
45658,45400
46796,46400
47355,47100
48126,47800
48600,48300
48968,48800
49727,49250
49989,49700
50552,49950
50681,50200
50781,50450
51311,50700
50981,51050
51839,51400
51972,51600
52234,51800
52495,52250
52863,52700
53010,52650
53260,52600
53812,53250
53124,53900
52854,53050
52244,52200
52440,52250
52275,52300
52432,52200
52123,52100
52088,51850
51735,51600
51613,51400
51300,51200
50835,51000
50627,50800
50320,50400
49897,50000
49724,49750
49836,49500
49352,49300
49446,49100
49221,49300
49433,49500
49532,49700
49803,49900
50148,50350
50457,50800
50102,50450
49963,50100
49266,49550
49182,49000
48475,48100
47430,47200
46982,46600
46160,46000
45670,45500
45235,45000
45039,44850
45345,44700
45804,45550
46450,46400
48116,47450
47226,48500
46971,48350
46467,48200
46256,46600
45142,45300
44439,44150
42953,43000
41167,41900
40686,40800
40854,40750
40500,40700
40385,40450
40050,40200
40058,39750
39133,39300
38612,38650
37884,38000
37777,37700
37200,37400
37175,37200
36623,37000
36755,37000
36873,37000
36895,37150
37003,37300
37587,37550
37744,37800
38215,38100
38458,38400
39499,39300
40191,40200
40941,41100
42042,42000
43083,42950
43947,43900
44914,44900
45856,45900
46553,46750
47561,47600
48147,48100
48587,48600
48840,48800
48957,49000
49540,49450
49859,49900
50093,50150
50361,50400
50462,50600
50853,50800
51378,51050
51466,51300
51793,52150
52672,53000
52713,52750
53050,52500
53602,53300
52792,54100
53075,53350
52607,52600
52781,52350
52135,52100
52465,51900
51746,51700
51584,51350
51149,51000
51009,50600
50719,50200
50387,50050
50071,49900
49664,49550
49188,49200
49244,49000
48839,48800
48626,48750
48614,48700
48817,48850
48830,49000
49077,49200
49495,49400
50097,49900
50303,50400
50244,50150
49688,49900
49521,49350
48964,48800
48299,47950
46640,47100
46135,46350
45492,45600
45387,45250
44878,44900
45377,44750
45900,44600
46302,45400
47175,46200
48768,47100
48011,48000
47756,47700
47062,47400
46836,46200
45764,45900
45138,44800
43401,43700
42038,42650
41503,41600
41623,41850
41143,42100
40961,41850
40347,41600
40570,40750
39828,39900
39101,39150
38180,38400
38080,38150
37737,37900
37375,37650
37217,37400
37319,37250
37124,37100
37073,37350
37408,37600
38115,38050
38361,38500
38792,38950
39314,39400
40048,40200
41026,41000
42136,42000
42971,43000
44048,44200
45393,45400
46304,46150
46846,46900
47978,47700
48538,48500
48941,49300
49621,50100
49800,50100
50089,50100
50702,50500
50923,50900
51061,51100
51494,51300
51507,51600
51877,51900
51802,52150
52612,52400
53317,53000
53208,53600
53226,53200
53358,52800
54023,53700
53604,54600
53143,53750
52797,52900
52976,52800
52562,52700
52419,52500
52239,52300
51994,52300
51879,52300
51228,51650
51001,51000
50777,50900
50768,50800
50228,50500
49837,50200
49944,49950
49825,49700
49330,49600
49327,49500
49290,49550
49790,49600
49473,49750
49839,49900
50060,50450
50638,51000
50200,50650
49830,50300
49531,49700
49439,49100
48635,48250
47781,47400
46813,46800
46696,46200
46610,45850
46171,45500
45709,45350
46154,45200
46401,46300
47054,47400
48303,48200
47885,49000
47658,48700
46885,48400
46878,47050
45806,46000
45164,44850
43393,43700
41917,42600
41604,41500
41717,41900
41320,42300
41096,42050
40714,41800
40618,41000
39823,40200
39024,39450
38457,38700
38156,38450
37979,38200
37639,38000
37474,37800
37409,37550
37323,37300
37476,37500
37617,37700
38278,38300
38619,38900
39349,39200
39623,39500
40455,40300
40992,41100
42078,42150
43033,43200
44190,44150
45081,45100
45953,45950
46774,46800
47669,47600
48361,48400
48942,48950
49534,49500
49824,50000
50549,50500
50602,50550
50637,50600
50796,51050
51489,51500
51337,51600
51680,51700
52145,52050
52385,52400
52511,52800
52836,53200
52908,52900
53238,52600
53738,53400
53009,54200
52774,53300
52291,52400
52172,52250
52216,52100
52182,52250
51541,52400
51430,51750
51141,51100
50725,50700
50329,50300
50077,49950
49614,49600
49507,49250
48928,48900
48797,48950
48834,49000
48461,48600
48287,48200
48483,48500
48994,48800
48784,48900
49123,49000
49416,49300
49516,49600
49194,49150
48598,48700
48336,48200
48198,47700
47528,47050
46858,46400
46208,46000
45963,45600
45746,45450
45617,45300
45410,45200
45590,45100
46167,45850
46683,46600
48377,47700
47515,48800
47547,48600
46980,48400
46670,47100
45724,45900
45096,44800
43496,43700
41928,42500
41271,41300
41462,41650
40867,42000
40542,41700
39884,41400
39866,40250
38915,39100
38370,38600
37932,38100
37582,37650
36935,37200
36608,36700
36153,36200
35947,36050
35736,35900
35752,35700
35476,35500
35855,35600
35596,35700
35503,35600
35735,35500
36046,35950
36409,36400
36507,36700
37018,37000
37340,37350
37642,37700
38259,38300
39031,38900
39730,39750
40626,40600
41222,41200
41728,41800
42631,42600
43375,43400
43967,43600
43853,43800
44308,44200
44641,44600
44704,44850
45056,45100
45742,45450
45799,45800
46137,46650
46371,47500
46902,47300
47291,47100
48316,48050
47451,49000
47467,47800
46503,46600
45911,46250
45695,45900
45500,45950
45251,46000
44808,45350
44586,44700
44611,44550
44078,44400
44059,44050
43844,43700
43601,43450
43324,43200
43566,43150
43345,43100
43349,43050
43244,43000
43555,43400
43904,43800
43783,44100
44268,44400
44268,44550
44582,44700
44297,44400
44141,44100
43902,43750
43913,43400
43260,42900
42913,42400
42337,42000
42237,41600
41923,41350
41623,41100
41764,41250
41895,41400
42559,42250
43349,43100
45190,44450
44531,45800
44195,45600
43706,45400
43698,44400
42443,42600
42031,41650
40555,40700
39025,39700
38738,38700
38953,39050
38347,39400
38210,38600
37638,37800
37742,37250
36569,36700
35849,36200
35534,35700
35079,35150
34397,34600
34155,34200
33718,33800
33401,33400
33157,33000
33157,33100
33043,33200
33222,33100
32844,33000
32733,32750
32455,32500
32572,32700
32816,32900
32810,33000
33093,33100
33573,33500
33946,33900
34205,34400
34881,34900
35506,35500
36114,36100
36622,36600
37149,37100
37952,37800
38502,38500
38979,39050
39651,39600
40024,40050
40452,40500
40649,40850
41248,41200
41564,41650
41871,42100
42510,42950
42997,43800
43719,43650
44167,43500
44997,44500
44433,45500
43856,44200
42782,42900
42458,42650
42260,42400
42192,42250
41495,42100
41386,41600
40688,41100
41260,40900
40272,40700
40311,40450
40183,40200
39905,39850
39745,39500
39943,39700
39965,39900
40143,39850
40281,39800
40477,40150
40961,40500
41292,40900
41512,41300
42101,41800
42420,42300
42738,42550
42912,42800
43022,42900
43030,43000
43014,42600
42375,42200
42727,41950
42407,41700
42356,41500
42236,41300
42226,41550
42599,41800
42941,42600
43784,43400
45539,44450
44721,45500
44448,45250
43736,45000
43698,43800
42478,42600
41785,41600
40462,40600
38971,39650
38573,38700
38687,38950
38234,39200
38122,38850
37625,38500
37920,37750
