consommation,previsionJ
37730,37900
37794,37850
37214,37800
37191,37550
36662,37300
36705,36650
35676,36000
35084,35300
34453,34600
34056,34300
33823,34000
33526,33600
32977,33200
32796,33000
32636,32800
32415,32600
32213,32400
32279,32300
32033,32200
31734,31900
31712,31600
31841,31650
31686,31700
31760,31800
31945,31900
32621,32400
32894,32900
33329,33300
33618,33700
34201,34200
34750,34700
35526,35350
36027,36000
36606,36500
37035,37000
38105,37650
38371,38300
38937,38650
39028,39000
39985,39500
40016,40000
40242,40300
40532,40600
40905,41550
41589,42500
42127,42250
42901,42000
43536,42950
43191,43900
42196,42900
41966,41900
40808,41100
40349,40300
39897,40150
39381,40000
39052,39400
38635,38800
38832,38650
38458,38500
38564,38300
38142,38100
37497,37850
37079,37600
37351,37550
37374,37500
36972,37600
37521,37700
37496,37800
37693,37900
37778,38400
38218,38900
38799,39350
39543,39800
39150,40150
39500,40500
39513,40500
39368,40500
39615,40200
39169,39900
39099,39850
39011,39800
39507,39900
38899,40000
39160,40000
39265,40000
40071,40650
40985,41300
42529,42250
42011,43200
41990,43150
41359,43100
41615,42050
40553,40700
39807,39700
38501,38700
36958,37750
36639,36800
36880,37100
36460,37400
36180,36850
35697,36300
35618,35600
34736,34900
34216,34250
33412,33600
33198,33300
32822,33000
32458,32650
32121,32300
32080,32150
31816,32000
31622,32050
32009,32100
32192,32000
31774,31900
31521,31800
31665,31700
32106,31950
32206,32200
32385,32600
32969,33000
33585,33500
33937,34000
34454,34500
35044,35000
35835,35750
36505,36500
37319,37150
37765,37800
38650,38450
39009,39100
39811,39700
40298,40300
41136,40750
41163,41200
41818,41750
42376,42300
42700,42700
42938,43100
43285,43950
44317,44800
44207,44500
45170,44200
45861,45250
45039,46300
44396,45000
43653,43700
43214,43250
42771,42800
42763,42800
41984,42800
42003,42050
41475,41300
41231,41000
40824,40700
40797,40400
40557,40100
40065,39900
40102,39700
39918,39700
39964,39700
39833,39750
40095,39800
40244,40150
40660,40500
41233,41100
42129,41700
42682,42550
43240,43400
43317,43300
43515,43200
43501,42850
42987,42500
42829,41900
42024,41300
41722,40950
41437,40600
41543,40300
41296,40000
41360,40000
41354,40000
41841,40650
42687,41300
44165,42550
43295,43800
43236,43800
42777,43800
43014,42650
42025,42100
41444,41050
39848,40000
38337,39100
37893,38200
38205,38400
37668,38600
37559,38350
37042,38100
37239,37350
36183,36600
35754,36000
35118,35400
34958,34900
34322,34400
34225,34200
33852,34000
34021,33950
33889,33900
33978,34450
34645,35000
35448,35500
35705,36000
36242,36600
37159,37200
38159,38150
39090,39100
40427,40400
41686,41700
42968,42900
44125,44100
44960,45000
45879,45900
46910,46650
47425,47400
47742,47900
48309,48400
48373,48600
48848,48800
49163,49050
49302,49300
49061,49500
49747,49700
49845,49950
50423,50200
49967,50150
50172,50100
50918,50900
51117,51700
51039,51300
51638,50900
51774,51600
51059,52300
50555,51050
49879,49800
50075,49700
49700,49600
49591,49400
48946,49200
49343,48850
48623,48500
47992,48100
48129,47700
48210,47350
47401,47000
47221,46900
46792,46800
46944,46750
46598,46700
46299,46650
46262,46600
46638,46850
46984,47100
47096,47450
47373,47800
48085,48600
48644,49400
48398,49150
48224,48900
47908,48350
47580,47800
46890,46850
45914,45900
45226,45300
44792,44700
44650,44300
44291,43900
44043,43800
44244,43700
44730,44100
45347,44500
46826,45650
46244,46800
45876,46550
45069,46300
45324,45150
43925,44200
43505,43200
42057,42200
40470,41150
39935,40100
40227,40300
39632,40500
39663,40350
39101,40200
39454,39350
38331,38500
37567,37950
37152,37400
36932,37100
36559,36800
36398,36350
35843,35900
36127,36000
35905,36100
36040,36300
36219,36500
36903,36950
37066,37400
37623,37900
38313,38400
39387,39200
40068,40000
41204,41150
42371,42300
43423,43200
44230,44100
44883,45100
46068,46100
46830,46800
47686,47500
48054,48250
48699,49000
48919,49050
49262,49100
49832,49550
50018,50000
50103,50100
50279,50200
50539,50450
50700,50700
50830,50800
50871,50900
51192,51450
51717,52000
51693,51850
52147,51700
52474,52350
51704,53000
51101,52050
50855,51100
50576,50850
50616,50600
50444,50450
49882,50300
49762,49800
49007,49300
48611,48950
48480,48600
48239,48400
48033,48200
47569,47850
47606,47500
47298,47100
46936,46700
46426,46550
46792,46400
47032,46650
47441,46900
47700,47250
48012,47600
48853,48200
49516,48800
49086,48550
48992,48300
48336,47750
47936,47200
47375,46350
46201,45500
45474,44850
45161,44200
44706,43850
44102,43500
44035,43300
44233,43100
44610,43900
45180,44700
46484,45750
45960,46800
45849,46400
45136,46000
45052,45100
44144,44400
43358,43200
41800,42000
40522,41050
39888,40100
40091,40400
39618,40700
39808,40550
39186,40400
39553,39700
38469,39000
38133,38300
37177,37600
36992,37100
36425,36600
36335,36400
35993,36200
35613,35850
35634,35500
35638,35900
36097,36300
36599,36800
37026,37300
37191,37700
37992,38100
39346,39050
40071,40000
41351,41250
42520,42500
43944,43750
45035,45000
45698,45750
46459,46500
47314,47350
47804,48200
48091,48500
48757,48800
48962,48950
49114,49100
49651,49400
49664,49700
50290,49800
49892,49900
50046,50350
51118,50800
50591,50750
50698,50700
51067,51250
51821,51800
51582,51400
51425,51000
51677,51600
51423,52200
50604,51300
50157,50400
49865,50200
50026,50000
49913,49850
49262,49700
49224,49300
48688,48900
47981,48600
48007,48300
47596,48050
47700,47800
47345,47550
47044,47300
47089,47150
46527,47000
46184,46650
46396,46300
46431,46600
46825,46900
46940,47050
47338,47200
47868,47950
48498,48700
48318,48350
48173,48000
47879,47550
47403,47100
46557,46300
45736,45500
45100,44950
44620,44400
44381,43900
44083,43400
43984,43350
44362,43300
44601,44100
45466,44900
46723,46000
46178,47100
46285,46700
45212,46300
45501,45200
44497,44700
43778,43650
42364,42600
40707,41450
40330,40300
40555,40700
40137,41100
40081,40750
39634,40400
39760,39800
39033,39200
38361,38550
37712,37900
37332,37400
36835,36900
36806,36650
36218,36400
36418,36300
36204,36200
36331,36550
36679,36900
37634,37350
37440,37800
37626,38300
38655,38800
39774,39700
40606,40600
41824,41750
43001,42900
44195,43950
44951,45000
45793,45850
46687,46700
47213,47250
47840,47800
48126,48200
48564,48600
48954,48900
49199,49200
49354,49450
49717,49700
49827,49750
49764,49800
49905,49950
50146,50100
50385,50250
50364,50400
50822,51050
51323,51700
51478,51400
51778,51100
52526,51950
51622,52800
51251,51700
50603,50600
50181,50400
50162,50200
50164,50200
49738,50200
49291,49500
49030,48800
48943,48400
48243,48000
47841,47750
47418,47500
47156,47150
47193,46800
46878,46650
46694,46500
46707,46400
46743,46300
46549,46550
46859,46800
47133,46950
47435,47100
47658,47400
47779,47700
47377,47350
47317,47000
46881,46550
46511,46100
45790,45350
45028,44600
44376,44150
43950,43700
44050,43650
43506,43600
43619,43700
43821,43800
44539,44300
45265,44800
47020,45850
46367,46900
46239,46700
45385,46500
45423,45350
44317,44500
44042,43500
42321,42500
40573,41300
40135,40100
40240,40400
39874,40700
39628,40350
38822,40000
38790,38950
37743,37900
37155,37250
36472,36600
36213,36100
35505,35600
35266,35350
34900,35100
34580,34800
34354,34500
34195,34350
33988,34200
34288,34150
34080,34100
34034,34150
34137,34200
34590,34450
34567,34700
34908,35050
35412,35400
36036,35900
36447,36400
37062,37050
37670,37700
38700,38500
39352,39300
40137,40100
40944,40900
41768,41550
42202,42200
42716,42550
42997,42900
43201,43300
43868,43700
44074,44000
44259,44300
44729,44500
44683,44700
45002,45600
45772,46500
46234,46300
47106,46100
47600,47100
46891,48100
46265,46700
45283,45300
45161,45000
44667,44700
44582,44650
43986,44600
43444,44100
43159,43600
43264,43250
42856,42900
42547,42600
42377,42300
42197,42050
42134,41800
41965,41650
41942,41500
41817,41350
41993,41200
42219,41600
42507,42000
42311,42150
42626,42300
42566,42700
43083,43100
42985,43000
42771,42900
42363,42450
42311,42000
41799,41500
41192,41000
41005,40650
40583,40300
40414,40200
40185,40100
40159,40300
40538,40500
41402,41600
42151,42700
43764,43650
43131,44600
43200,44500
42927,44400
42832,43450
42017,42200
41398,41150
39899,40100
38422,39150
38113,38200
38107,38400
37573,38600
37196,38250
36631,37900
36948,36900
35712,35900
35066,35300
34552,34700
33962,34150
33431,33600
33225,33150
32547,32700
32540,32550
32253,32400
32035,32300
32019,32200
32013,32100
31806,32000
31413,31650
31547,31300
31696,31500
31796,31700
31947,32000
32253,32300
32611,32650
32968,33000
33274,33500
34042,34000
34671,34700
35420,35400
36233,36000
36630,36600
37624,37400
38179,38200
38750,38750
39271,39300
39868,39750
40237,40200
40739,40500
40760,40800
41491,41400
42046,42000
42247,42850
42890,43700
43562,43650
44126,43600
45126,44550
44119,45500
43091,43800
42069,42100
41273,41650
41245,41200
41353,41300
40774,41400
40384,40750
40137,40100
40024,39850
39408,39600
39454,39450
38827,39300
39198,39000
39000,38700
38911,38650
39190,38600
39108,38650
39604,38700
39614,39200
40118,39700
40366,40150
40593,40600
41101,41350
41580,42100
41950,42200
41795,42300
42113,42150
41903,42000
41638,41500
40998,41000
41174,40700
40722,40400
41067,40300
40774,40200
40786,40350
41002,40500
41732,41350
42227,42200
43616,43150
43026,44100
42963,43600
42306,43100
42348,42400
41391,42200
40832,40750
39133,39300
37809,38400
37302,37500
37672,37750
36779,38000
36975,37550
36469,37100
36555,36550
35599,36000
34983,35350
34459,34700
34297,34350
33800,34000
33408,33700
33158,33400
33452,33550
33499,33700
33658,33950
33979,34200
35067,34800
35212,35400
35754,35950
36488,36500
37764,37650
38817,38800
40049,39800
40884,40800
42223,42050
43295,43300
44094,44250
45219,45200
46114,46150
46971,47100
47207,47500
47952,47900
48449,48150
48390,48400
48542,48700
48970,49000
49131,49200
49362,49400
49678,49500
49639,49600
49875,49850
50110,50100
50624,50850
50647,51600
51582,51400
51564,51200
52192,52000
51741,52800
51787,52100
51437,51400
51330,51300
51190,51200
51264,51300
50692,51400
50462,50700
50094,50000
50111,49800
49580,49600
49250,49350
48803,49100
48894,48850
48222,48600
48724,48350
48069,48100
47976,48050
48000,48000
48068,48250
48458,48500
48575,48850
48714,49200
49268,49900
49881,50600
49775,50200
49550,49800
49258,49050
48411,48300
47644,47400
46907,46500
46075,45800
45641,45100
45383,44700
44754,44300
44886,44300
44865,44300
44938,44900
45681,45500
46899,46650
46407,47800
46287,47450
45405,47100
45315,46050
44325,44500
43799,43450
42196,42400
40594,41350
40057,40300
40310,40600
39764,40900
39592,40600
39081,40300
39292,39400
38296,38500
37677,37950
37254,37400
36851,37000
36417,36600
36018,36200
35646,35800
35939,35800
35631,35800
35937,36050
36093,36300
36795,36550
36644,36800
37179,37400
38046,38000
39313,39050
40093,40100
41102,41250
42360,42400
43900,43600
44750,44800
45538,45650
46506,46500
47307,47200
47939,47900
48474,48450
49233,49000
49242,49400
49728,49800
50038,50050
50457,50300
50558,50500
51026,50700
50717,51000
51293,51300
51327,51450
51609,51600
51862,52050
52204,52500
52351,52250
52748,52000
53702,52950
52860,53900
52818,53100
52264,52300
52288,52350
52444,52400
52447,52450
51868,52500
51784,52200
51561,51900
51414,51550
51183,51200
51005,50900
50649,50600
50385,50350
50118,50100
49909,49900
49922,49700
49714,49600
49517,49500
49615,49800
50072,50100
49844,50250
50313,50400
51095,51000
51456,51600
51165,51200
50983,50800
50570,50200
49892,49600
49215,48650
48463,47700
47606,47050
46801,46400
46713,45950
45827,45500
45943,45450
45873,45400
46401,46200
46999,47000
48342,48100
47685,49200
47361,48750
46527,48300
46487,47200
45176,45500
44765,44350
43101,43200
41653,42250
41127,41300
41320,41550
40907,41800
40942,41150
40283,40500
40582,40150
39605,39800
39025,39100
38212,38400
38104,38100
37652,37800
37218,37600
37051,37400
37042,37200
37002,37000
37063,37300
37332,37600
37870,38050
38095,38500
38497,38800
39077,39100
40333,40050
40984,41000
41885,42050
43051,43100
44341,44100
45109,45100
46237,46100
47057,47100
48236,47950
48782,48800
49318,49350
49541,49900
50377,50550
51211,51200
51468,51450
51738,51700
52005,52150
52570,52600
53006,52850
53118,53100
53143,53350
53610,53600
54086,54150
54417,54700
54519,54450
54712,54200
55848,55100
54708,56000
54676,55050
54116,54100
54259,54300
54359,54500
54261,54450
53613,54400
53635,53800
53207,53200
52937,53000
52606,52800
52455,52500
52309,52200
51948,51900
51517,51600
51422,51450
51343,51300
51121,51150
51134,51000
51244,51250
51691,51500
51257,51750
51780,52000
52087,52500
52504,53000
52226,52550
51746,52100
51508,51450
50592,50800
50036,49850
48890,48900
48261,48150
47699,47400
47639,47050
47156,46700
46621,46750
47013,46800
47555,47550
47921,48300
49512,49200
48777,50100
48402,49700
47322,49300
47447,47800
46298,46500
45519,45200
43647,43900
42402,42950
41744,42000
41835,41850
41401,41700
41494,41600
40738,41500
41035,40800
39939,40100
39283,39450
38638,38800
38605,38500
37998,38200
37793,37850
37272,37500
37155,37300
37115,37100
37179,37400
37426,37700
38083,38100
38282,38500
38463,38850
39189,39200
40487,40250
41155,41300
42263,42350
43414,43400
44654,44600
45850,45800
46648,46750
47652,47700
48398,48250
48781,48800
49794,49600
50387,50400
50825,50650
50856,50900
51717,51350
51804,51800
52210,52100
52444,52400
52654,52650
52857,52900
53394,53300
53699,53700
53934,54100
54279,54500
54340,54250
54423,54000
55110,54600
54346,55200
54542,54600
54076,54000
54003,53950
53942,53900
54260,54100
53912,54300
53789,54000
53406,53700
53172,53350
53086,53000
52928,52900
52841,52800
52309,52550
52181,52300
52070,52150
52042,52000
51928,51900
51785,51800
51649,52000
52163,52200
51810,52400
52401,52600
52685,52900
52916,53200
52626,52900
52612,52600
52006,52000
51397,51400
50581,50550
49668,49700
49062,48985
48569,48270
48069,47815
47711,47360
47397,47180
47603,47000
47924,48020
48521,49040
49909,49735
48770,50430
48749,49640
47668,48850
47835,47860
46318,46500
45630,45400
44144,44300
42401,43100
41747,41900
42053,42050
41594,42200
41799,42050
40991,41900
41326,41100
40189,40300
39433,39600
38764,38900
38570,38650
38194,38400
37990,38050
37544,37700
37643,37600
37526,37500
37570,37750
37814,38000
38565,38450
38766,38900
38956,39200
39651,39500
40891,40450
41445,41400
42550,42550
43777,43700
44851,44750
45754,45800
46612,46700
47630,47600
48437,48400
49194,49200
49669,49850
50499,50500
50958,51050
51389,51600
52007,52100
52400,52600
52925,52850
52994,53100
53531,53450
53779,53800
54189,54100
54367,54400
54594,54950
54988,55500
55250,55150
55615,54800
56112,55650
55376,56500
55212,55550
54742,54600
54454,54550
54596,54500
54598,54600
53952,54700
53823,54200
53541,53700
53731,53550
53436,53400
53108,52950
52465,52500
52410,52200
52319,51900
52031,51900
51864,51900
52011,51850
52113,51800
52193,52100
52434,52400
52347,52300
52255,52200
52411,52350
52561,52500
52121,52150
51830,51800
51255,51400
51042,51000
49743,50200
49183,49400
48651,48900
48385,48400
47869,48000
47570,47600
47366,47500
47674,47400
48145,48250
49040,49100
50335,49900
49704,50700
49379,50450
48316,50200
48016,48700
47034,47200
46417,45950
44566,44700
42967,43700
42376,42700
42451,42950
41913,43200
41693,42450
41054,41700
40987,40850
39793,40000
39276,39300
38234,38600
38060,38150
37531,37700
37323,37350
36748,37000
36808,36800
36420,36600
36356,36450
36184,36300
36503,36500
36331,36700
35914,36300
36258,35900
36654,36250
36601,36600
37029,36950
37365,37300
38195,38000
38666,38700
39203,39250
39802,39800
40840,40650
41536,41500
42241,42400
43251,43300
44257,44150
45043,45000
45541,45500
45824,46000
46564,46350
46738,46700
47203,47200
47666,47700
48147,47950
48231,48200
48234,49000
49224,49800
49666,49650
50081,49500
50876,50350
50311,51200
49854,50200
49230,49200
48912,48750
48601,48300
48380,48550
48094,48800
47944,48350
47628,47900
47684,47600
47176,47300
47136,47200
46882,47100
46713,46850
46466,46600
46373,46650
46396,46700
46542,46950
46627,47200
46629,47250
46788,47300
46902,47350
47043,47400
47189,47600
47145,47800
47224,47450
46729,47100
46446,46700
45841,46300
45580,45750
45019,45200
44540,44700
44584,44200
44260,44000
43888,43800
43931,43650
43827,43500
44539,44550
45672,45600
46891,46800
46410,48000
46347,47450
45570,46900
45253,45700
44301,44500
43717,43300
41962,42100
40170,41050
39910,40000
40169,40000
39484,40000
39451,39450
38769,38900
38250,38200
37339,37500
36771,36900
36126,36300
35413,35700
34908,35100
34715,34750
34222,34400
34479,34300
34039,34200
33995,34050
33702,33900
33785,33850
33631,33800
33340,33400
33212,33000
33187,33100
33244,33200
33189,33400
33556,33600
34189,33900
34306,34200
34792,34650
35140,35100
36027,35750
36425,36400
37355,37100
37848,37800
38726,38550
39324,39300
39994,39800
40262,40300
40943,40800
41541,41300
41707,41850
42321,42400
42547,42600
42827,42800
43449,43900
44449,45000
44691,44750
45426,44500
46308,45600
45678,46700
44769,45050
43391,43400
43083,42900
42846,42400
42858,42700
42422,43000
42057,42300
42024,41600
41967,41450
41749,41300
41479,41200
41219,41100
40820,41050
40817,41000
40506,41000
40582,41000
40725,41300
40949,41600
41317,41900
41912,42200
42399,42500
42614,42800
43105,43450
43619,44100
43957,43800
44041,43500
44046,43500
43975,43500
43477,42950
42828,42400
42791,42050
42664,41700
42533,41700
42578,41700
42577,41700
42392,41700
43026,42500
43906,43300
45662,44300
44788,45300
44630,44950
44016,44600
43871,43800
42594,42800
42169,41700
40386,40600
39005,39650
38649,38700
38928,39050
38080,39400
38135,39000
37692,38600
37649,37800
36804,37000
36229,36500
35847,36000
35734,35800
35441,35600
35133,35350
35220,35100
35115,35050
34927,35000
35019,35450
35792,35900
36600,36400
36793,36900
37183,37500
38026,38100
39052,39100
40013,40100
41113,41300
42238,42500
43587,43650
44841,44800
45634,45600
46395,46400
47497,47200
48035,48000
48556,48600
49213,49200
49804,49800
50351,50400
50558,50600
50830,50800
50837,50900
51152,51000
51603,51150
51349,51300
51466,51550
51784,51800
52336,52400
52585,53000
52855,52650
53192,52300
53691,53200
52779,54100
52508,52950
52235,51800
52138,52050
52155,52300
52139,52300
51995,52300
51563,52050
51837,51800
51507,51450
50831,51100
50864,50850
50546,50600
50186,50300
49751,50000
49640,49750
49502,49500
49388,49350
49285,49200
49722,49350
49650,49500
49894,49850
50129,50200
50373,50700
51110,51200
50708,50850
50664,50500
50126,49950
49731,49400
48491,48500
47892,47600
46989,46800
46274,46000
46060,45700
45768,45400
45292,45350
45527,45300
45749,45950
46506,46600
47745,47800
47069,49000
46967,48600
45855,48200
45909,46650
44797,45100
44249,44100
42742,43100
41118,42000
40763,40900
40510,41100
40279,41300
40509,41100
39975,40900
40145,40250
39134,39600
38452,38950
37941,38300
37645,38050
37624,37800
37105,37450
36884,37100
36760,36950
36707,36800
36868,37150
37085,37500
37995,37900
38087,38300
38523,38800
39229,39300
40422,40200
41076,41100
41968,42150
43168,43200
44461,44350
45592,45500
46456,46500
47510,47500
48098,48200
48755,48900
49502,49550
50049,50200
50372,50550
50861,50900
51239,51250
51488,51600
51550,51850
52110,52100
52251,52250
52395,52400
52928,52600
52810,52800
53256,53400
53350,54000
53619,53750
54090,53500
54330,54200
54126,54900
53124,53850
52823,52800
53102,52900
52879,53000
53114,53000
52299,53000
52393,52400
52371,51800
52342,51650
52076,51500
51493,51350
51575,51200
51007,50850
50622,50500
50281,50350
50244,50200
49980,49800
50087,49400
49953,49900
49849,50400
50233,50450
50444,50500
51189,51050
51477,51600
51223,51250
50980,50900
50284,50450
49399,50000
48800,49150
47588,48300
47073,47650
46158,47000
46198,46900
45826,46800
45627,46500
45811,46200
46180,46950
47130,47700
48437,48950
47867,50200
47679,49400
46978,48600
46921,46850
45857,46000
45246,44950
43612,43900
42084,42800
41418,41700
41729,41950
41301,42200
41491,41600
40818,41000
41136,40700
40099,40400
39424,39650
38716,38900
38601,38600
38256,38300
37910,37900
37700,37500
37762,37550
37397,37600
37644,37950
38122,38300
38555,38600
38695,38900
38951,39300
39665,39700
40789,40500
41294,41300
42483,42350
43223,43400
44571,44500
45600,45600
46389,46500
47278,47400
48162,48200
48798,49000
49521,49300
49660,49600
49723,50000
50356,50400
50699,50600
50816,50800
51095,51150
51456,51500
51641,51650
51809,51800
52230,52200
52650,52600
53086,53250
53302,53900
53547,53500
54173,53100
54809,54250
53880,55400
53141,54000
52956,52600
53089,52850
53154,53100
53000,53000
52451,52900
52043,52300
51662,51700
51255,51500
51066,51300
51027,51150
50558,51000
49890,50700
49467,50400
49204,50200
49207,50000
49122,49650
49220,49300
49433,49550
49484,49800
49477,50150
49889,50500
50729,51000
51239,51500
50992,51250
50514,51000
50033,50400
49616,49800
48959,48800
47870,47800
47074,47050
46604,46300
46541,45900
45906,45500
45787,45350
45885,45200
46348,46050
46934,46900
48424,47800
47842,48700
47356,47800
46660,46900
46643,46350
45382,45600
44667,44500
43275,43400
41692,42350
41109,41300
41440,41450
40901,41600
40679,41500
40663,41400
40693,40600
39642,39800
38879,39300
38420,38800
38109,38350
37698,37900
37553,37600
37086,37300
37152,37150
36839,37000
37042,37250
37243,37500
38022,37850
37986,38200
38312,38750
39221,39300
40215,40250
41053,41200
42044,42300
43486,43400
44654,44550
45671,45700
46310,46350
47032,47000
47737,47700
48415,48400
48897,48850
49308,49300
49594,49350
49990,49400
50313,50200
51216,51000
51562,51350
51732,51700
51928,51650
51755,51600
52052,51850
52141,52100
52411,52650
52703,53200
52698,52700
53219,52200
53774,53150
52820,54100
52916,53350
52886,52600
52603,52750
52581,52900
52670,52550
52378,52200
52045,52000
51559,51800
51412,51250
50703,50700
50871,50650
50627,50600
50297,50150
49692,49700
49560,49300
49296,48900
48951,49000
49287,49100
49377,49150
49259,49200
49236,49250
49305,49300
50079,49950
50436,50600
50039,50250
49930,49900
49210,49400
48735,48900
48187,48150
47393,47400
46537,46860
45874,46320
45743,45945
45198,45570
44850,45295
44788,45020
45387,45970
46219,46920
47691,47775
47135,48630
46718,48035
46121,47440
46018,46425
44740,44900
43806,43600
42119,42300
40961,41350
40615,40400
40495,40550
39923,40700
40267,40550
39752,40400
39735,39800
38976,39200
38397,38650
37872,38100
37526,37750
37225,37400
36986,37100
36574,36800
36538,36650
36515,36500
36660,36800
36685,37100
37539,37450
37621,37800
37927,38150
38496,38500
39710,39400
40260,40300
41515,41450
42553,42600
44062,43850
45097,45100
45718,45900
46734,46700
47270,47350
48007,48000
48741,48550
49087,49100
49335,49450
49848,49800
49900,50000
50124,50200
50304,50300
50395,50400
50584,50350
50341,50300
50541,50400
50529,50500
50679,51200
51241,51900
50974,51350
51293,50800
51798,51500
51146,52200
50586,50900
49611,49600
49949,49450
49289,49300
49096,49250
48649,49200
48487,48550
47924,47900
47348,47500
47111,47100
47035,46950
46905,46800
46098,46200
45643,45600
45751,45550
46006,45500
46217,45750
45965,46000
45667,46150
46336,46300
46178,46400
46541,46500
46661,46800
46887,47100
46415,46700
46308,46300
45793,45800
45346,45300
44715,44650
44008,44000
43446,43700
43329,43400
43075,43150
42855,42900
42645,42600
42607,42300
43214,43350
43852,44400
45257,45150
44661,45900
44632,45480
44162,45060
43888,44105
42947,43100
42369,42000
40762,40900
39115,39750
38612,38600
38696,38650
38199,38700
38125,38550
37781,38400
37751,37700
36788,37000
36249,36300
35330,35600
35108,35250
34712,34900
34416,34550
34055,34200
33875,34000
33545,33800
33322,33650
33420,33500
33614,33700
33557,33900
33353,33650
33440,33400
34037,33750
34149,34100
34554,34500
34881,34900
35516,35450
35997,36000
36596,36550
37291,37100
38344,37950
38833,38800
39563,39700
40425,40600
40908,41050
41475,41500
42191,41950
42189,42400
42843,42900
43367,43400
43440,43700
43951,44000
44118,44000
44027,44000
44529,44950
45286,45900
45464,45450
46050,45000
46769,46050
46166,47100
45702,45800
44549,44500
44216,44250
43965,44000
43274,43750
42549,43500
42646,42850
42156,42200
42163,41850
42048,41500
41747,41150
41570,40800
41482,40500
41283,40200
41151,40050
40990,39900
40693,40000
40816,40100
41006,40400
41474,40700
41422,40750
41678,40800
42205,41250
42231,41700
42166,41500
42014,41300
41968,41100
41725,40900
41082,40350
40558,39800
40438,39450
40063,39100
40353,38950
39632,38800
39610,38750
39900,38700
40673,39750
41569,40800
43283,41950
42598,43100
42706,43000
41948,42900
42141,42100
41119,41300
40719,40400
39342,39500
37781,38450
37435,37400
37455,37700
37032,38000
36887,37850
36463,37700
36631,36650
35456,35600
34809,35000
34196,34400
33805,34000
33409,33600
33063,33250
32776,32900
32451,32700
32470,32500
32134,32300
31887,32100
32132,32100
31940,32100
31947,31900
31840,31700
31905,31900
32144,32100
32142,32300
32483,32500
32619,32700
32860,32900
33390,33400
33906,33900
34732,34550
35216,35200
35961,35850
36477,36500
37079,37200
37950,37900
38563,38500
39092,39100
39687,39700
40178,40300
40542,40700
41084,41100
41628,41550
41983,42000
42284,42750
42974,43500
43233,43350
43998,43200
44679,44200
43952,45200
43435,43950
42664,42700
42140,42150
41578,41600
41271,41500
40741,41400
40547,40700
40189,40000
40001,39750
39676,39500
39532,39150
39153,38800
38845,38600
38674,38400
38682,38200
38636,38000
39047,38350
38823,38700
39220,38950
39784,39200
39897,39650
40736,40100
41237,40800
42025,41500
42095,41700
42112,41900
41972,41850
42048,41800
41623,41300
41349,40800
41131,40650
40856,40500
40935,40250
40514,40000
40675,39900
40431,39800
41234,40600
42118,41400
43491,42500
42813,43600
42964,43350
42276,43100
42330,42150
41332,41500
40970,40500
39306,39500
37910,38550
37414,37600
37775,37750
37183,37900
37125,37650
36572,37400
36697,36750
35752,36100
35284,35450
34504,34800
34487,34550
34115,34300
33756,34050
33682,33800
33901,33850
33711,33900
33902,34200
34358,34500
35343,35100
35550,35700
36052,36250
36836,36800
38064,37850
38929,38900
40079,40000
41331,41100
42743,42350
43668,43600
44547,44450
45290,45300
46306,46150
47033,47000
47384,47450
47997,47900
48379,48300
48714,48700
49187,49000
49188,49300
49353,49500
49679,49700
49854,49900
50077,50100
50476,50400
50657,50700
51309,51250
51631,51800
51476,51450
51601,51100
51939,51800
51254,52500
50866,51500
50501,50500
50482,50550
50583,50600
50334,50550
49808,50500
49566,50000
49475,49500
48967,49200
48677,48900
48685,48500
47934,48100
47823,47750
47445,47400
47152,47150
46762,46900
46474,46850
46334,46800
46550,46900
46948,47000
47150,47300
47525,47600
48017,48350
48676,49100
48617,48700
48232,48300
47769,47650
47433,47000
46854,46150
45724,45300
45244,44650
44424,44000
44279,43500
43734,43000
43539,42950
43481,42900
43950,43650
44796,44400
46023,45550
45655,46700
45709,46350
44842,46000
44876,45000
43791,44000
43172,42850
41571,41700
40261,41050
39794,40400
39916,40300
39561,40200
39579,40050
39036,39900
39328,39250
38477,38600
37790,37900
37065,37200
36946,36900
36461,36600
36342,36400
35990,36200
36027,36050
35837,35900
36040,36200
36320,36500
36913,36900
37142,37300
37580,37750
38221,38200
39359,39150
40271,40100
41231,41250
42395,42400
43542,43400
44562,44400
45335,45150
45900,45900
46856,46650
47422,47400
47752,47900
48377,48400
48538,48650
48912,48900
49324,49200
49462,49500
49362,49600
49692,49700
49925,49950
50156,50200
50550,50500
50637,50800
51429,51400
51836,52000
51527,51750
51892,51500
52274,52200
51854,52900
51493,51900
50943,50900
51037,50800
50657,50700
50450,50700
50217,50700
50212,50300
49872,49900
49700,49600
49299,49300
49030,49050
48980,48800
48714,48500
48383,48200
48093,47950
47931,47700
47597,47500
47377,47300
47840,47550
47832,47800
47879,48050
47973,48300
48792,48850
49080,49400
48760,48950
48644,48500
48250,47950
47692,47400
46947,46500
46069,45600
45506,44950
44864,44300
44618,43850
44117,43400
43835,43400
43967,43400
44498,44150
45457,44900
46879,46150
46056,47400
46015,47000
45289,46600
45155,45600
44241,44400
43694,43300
42075,42200
40629,41200
40256,40200
40117,40500
39691,40800
39885,40600
39419,40400
39771,40300
38448,40200
38022,38850
37374,37500
37203,37250
36621,37000
36286,36600
36176,36200
36186,36150
36123,36100
36085,36400
36505,36700
37085,37100
37343,37500
37419,37800
38223,38100
39130,39000
40139,39900
41003,41000
42083,42100
42980,43050
43997,44000
